,category,condition
1987,V66.0XXD,"Driver of hv veh inj in clsn w nonmtr vehicle nontraf, subs"
1988,V66.0XXS,"Driver of hv veh inj in clsn w nonmtr vehicle nontraf, sqla"
1989,V66.1XXA,"Pasngr in hv veh inj in clsn w nonmtr vehicle nontraf, init"
1990,V66.1XXD,"Pasngr in hv veh inj in clsn w nonmtr vehicle nontraf, subs"
1991,V66.1XXS,"Pasngr in hv veh inj in clsn w nonmtr vehicle nontraf, sqla"
1992,V66.2XXA,"Person outsd hv veh inj in clsn w nonmtr veh nontraf, init"
1993,V66.2XXD,"Person outsd hv veh inj in clsn w nonmtr veh nontraf, subs"
1994,V66.2XXS,"Person outsd hv veh inj in clsn w nonmtr veh nontraf, sqla"
1995,V66.3XXA,"Occup of hv veh inj in clsn w nonmtr vehicle nontraf, init"
1996,V66.3XXD,"Occup of hv veh inj in clsn w nonmtr vehicle nontraf, subs"
1997,V66.3XXS,"Occup of hv veh inj in clsn w nonmtr vehicle nontraf, sqla"
1998,V66.4XXA,"Prsn brd/alit hv veh injured in clsn w nonmtr vehicle, init"
1999,V66.4XXD,"Prsn brd/alit hv veh injured in clsn w nonmtr vehicle, subs"
2000,V66.4XXS,"Prsn brd/alit hv veh inj in clsn w nonmtr vehicle, sequela"
2001,V66.5XXA,"Driver of hv veh inj in clsn w nonmtr vehicle in traf, init"
2002,V66.5XXD,"Driver of hv veh inj in clsn w nonmtr vehicle in traf, subs"
2003,V66.5XXS,"Driver of hv veh inj in clsn w nonmtr vehicle in traf, sqla"
2004,V66.6XXA,"Pasngr in hv veh inj in clsn w nonmtr vehicle in traf, init"
2005,V66.6XXD,"Pasngr in hv veh inj in clsn w nonmtr vehicle in traf, subs"
2006,V66.6XXS,"Pasngr in hv veh inj in clsn w nonmtr vehicle in traf, sqla"
2007,V66.7XXA,"Person outsd hv veh inj in clsn w nonmtr veh in traf, init"
2008,V66.7XXD,"Person outsd hv veh inj in clsn w nonmtr veh in traf, subs"
2009,V66.7XXS,"Person outsd hv veh inj in clsn w nonmtr veh in traf, sqla"
2010,V66.9XXA,"Occup of hv veh inj in clsn w nonmtr vehicle in traf, init"
2011,V66.9XXD,"Occup of hv veh inj in clsn w nonmtr vehicle in traf, subs"
2012,V66.9XXS,"Occup of hv veh inj in clsn w nonmtr vehicle in traf, sqla"
2013,V67.0XXA,"Driver of hv veh inj in clsn w statnry object nontraf, init"
2014,V67.0XXD,"Driver of hv veh inj in clsn w statnry object nontraf, subs"
2015,V67.0XXS,"Driver of hv veh inj in clsn w statnry object nontraf, sqla"
2016,V67.1XXA,"Pasngr in hv veh inj in clsn w statnry object nontraf, init"
2017,V67.1XXD,"Pasngr in hv veh inj in clsn w statnry object nontraf, subs"
2018,V67.1XXS,"Pasngr in hv veh inj in clsn w statnry object nontraf, sqla"
2019,V67.2XXA,"Person outsd hv veh inj in clsn w statnry obj nontraf, init"
2020,V67.2XXD,"Person outsd hv veh inj in clsn w statnry obj nontraf, subs"
2021,V67.2XXS,"Person outsd hv veh inj in clsn w statnry obj nontraf, sqla"
2022,V67.3XXA,"Occup of hv veh inj in clsn w statnry object nontraf, init"
2023,V67.3XXD,"Occup of hv veh inj in clsn w statnry object nontraf, subs"
2024,V67.3XXS,"Occup of hv veh inj in clsn w statnry object nontraf, sqla"
2025,V67.4XXA,"Prsn brd/alit hv veh injured in clsn w statnry object, init"
2026,V67.4XXD,"Prsn brd/alit hv veh injured in clsn w statnry object, subs"
2027,V67.4XXS,"Prsn brd/alit hv veh inj in clsn w statnry object, sequela"
2028,V67.5XXA,"Driver of hv veh inj in clsn w statnry object in traf, init"
2029,V67.5XXD,"Driver of hv veh inj in clsn w statnry object in traf, subs"
2030,V67.5XXS,"Driver of hv veh inj in clsn w statnry object in traf, sqla"
2031,V67.6XXA,"Pasngr in hv veh inj in clsn w statnry object in traf, init"
2032,V67.6XXD,"Pasngr in hv veh inj in clsn w statnry object in traf, subs"
2033,V67.6XXS,"Pasngr in hv veh inj in clsn w statnry object in traf, sqla"
2034,V67.7XXA,"Person outsd hv veh inj in clsn w statnry obj in traf, init"
2035,V67.7XXD,"Person outsd hv veh inj in clsn w statnry obj in traf, subs"
2036,V67.7XXS,"Person outsd hv veh inj in clsn w statnry obj in traf, sqla"
2037,V67.9XXA,"Occup of hv veh inj in clsn w statnry object in traf, init"
2038,V67.9XXD,"Occup of hv veh inj in clsn w statnry object in traf, subs"
2039,V67.9XXS,"Occup of hv veh inj in clsn w statnry object in traf, sqla"
2040,V68.0XXA,"Driver of hv veh injured in nonclsn trnsp acc nontraf, init"
2041,V68.0XXD,"Driver of hv veh injured in nonclsn trnsp acc nontraf, subs"
2042,V68.0XXS,"Driver of hv veh inj in nonclsn trnsp acc nontraf, sequela"
2043,V68.1XXA,"Pasngr in hv veh injured in nonclsn trnsp acc nontraf, init"
2044,V68.1XXD,"Pasngr in hv veh injured in nonclsn trnsp acc nontraf, subs"
2045,V68.1XXS,"Pasngr in hv veh inj in nonclsn trnsp acc nontraf, sequela"
2046,V68.2XXA,"Person outside hv veh inj in nonclsn trnsp acc nontraf, init"
2047,V68.2XXD,"Person outside hv veh inj in nonclsn trnsp acc nontraf, subs"
2048,V68.2XXS,"Person outsd hv veh inj in nonclsn trnsp acc nontraf, sqla"
2049,V68.3XXA,"Occup of hv veh injured in nonclsn trnsp acc nontraf, init"
2050,V68.3XXD,"Occup of hv veh injured in nonclsn trnsp acc nontraf, subs"
2051,V68.3XXS,"Occup of hv veh inj in nonclsn trnsp acc nontraf, sequela"
2052,V68.4XXA,"Prsn brd/alit hv veh injured in nonclsn trnsp accident, init"
2053,V68.4XXD,"Prsn brd/alit hv veh injured in nonclsn trnsp accident, subs"
2054,V68.4XXS,"Prsn brd/alit hv veh injured in nonclsn trnsp acc, sequela"
2055,V68.5XXA,"Driver of hv veh injured in nonclsn trnsp acc in traf, init"
2056,V68.5XXD,"Driver of hv veh injured in nonclsn trnsp acc in traf, subs"
2057,V68.5XXS,"Driver of hv veh inj in nonclsn trnsp acc in traf, sequela"
2058,V68.6XXA,"Pasngr in hv veh injured in nonclsn trnsp acc in traf, init"
2059,V68.6XXD,"Pasngr in hv veh injured in nonclsn trnsp acc in traf, subs"
2060,V68.6XXS,"Pasngr in hv veh inj in nonclsn trnsp acc in traf, sequela"
2061,V68.7XXA,"Person outside hv veh inj in nonclsn trnsp acc in traf, init"
2062,V68.7XXD,"Person outside hv veh inj in nonclsn trnsp acc in traf, subs"
2063,V68.7XXS,"Person outsd hv veh inj in nonclsn trnsp acc in traf, sqla"
2064,V68.9XXA,"Occup of hv veh injured in nonclsn trnsp acc in traf, init"
2065,V68.9XXD,"Occup of hv veh injured in nonclsn trnsp acc in traf, subs"
2066,V68.9XXS,"Occup of hv veh inj in nonclsn trnsp acc in traf, sequela"
2067,V69.00XA,"Driver of hv veh injured in clsn w unsp mv nontraf, init"
2068,V69.00XD,"Driver of hv veh injured in clsn w unsp mv nontraf, subs"
2069,V69.00XS,"Driver of hv veh injured in clsn w unsp mv nontraf, sequela"
2070,V69.09XA,"Driver of hv veh injured in collision w oth mv nontraf, init"
2071,V69.09XD,"Driver of hv veh injured in collision w oth mv nontraf, subs"
2072,V69.09XS,"Driver of hv veh injured in clsn w oth mv nontraf, sequela"
2073,V69.10XA,"Passenger in hv veh injured in clsn w unsp mv nontraf, init"
2074,V69.10XD,"Passenger in hv veh injured in clsn w unsp mv nontraf, subs"
2075,V69.10XS,"Pasngr in hv veh injured in clsn w unsp mv nontraf, sequela"
2076,V69.19XA,"Passenger in hv veh injured in clsn w oth mv nontraf, init"
2077,V69.19XD,"Passenger in hv veh injured in clsn w oth mv nontraf, subs"
2078,V69.19XS,"Pasngr in hv veh injured in clsn w oth mv nontraf, sequela"
2079,V69.20XA,"Occup of hv veh injured in collision w unsp mv nontraf, init"
2080,V69.20XD,"Occup of hv veh injured in collision w unsp mv nontraf, subs"
2081,V69.20XS,"Occup of hv veh injured in clsn w unsp mv nontraf, sequela"
2082,V69.29XA,"Occup of hv veh injured in collision w oth mv nontraf, init"
2083,V69.29XD,"Occup of hv veh injured in collision w oth mv nontraf, subs"
2084,V69.29XS,"Occup of hv veh injured in clsn w oth mv nontraf, sequela"
2085,V69.3XXA,"Occupant (driver) of hv veh injured in unsp nontraf, init"
2086,V69.3XXD,"Occupant (driver) of hv veh injured in unsp nontraf, subs"
2087,V69.3XXS,"Occupant (driver) of hv veh injured in unsp nontraf, sequela"
2088,V69.40XA,"Driver of hv veh injured in clsn w unsp mv in traf, init"
2089,V69.40XD,"Driver of hv veh injured in clsn w unsp mv in traf, subs"
2090,V69.40XS,"Driver of hv veh injured in clsn w unsp mv in traf, sequela"
2091,V69.49XA,"Driver of hv veh injured in collision w oth mv in traf, init"
2092,V69.49XD,"Driver of hv veh injured in collision w oth mv in traf, subs"
2093,V69.49XS,"Driver of hv veh injured in clsn w oth mv in traf, sequela"
2094,V69.50XA,"Passenger in hv veh injured in clsn w unsp mv in traf, init"
2095,V69.50XD,"Passenger in hv veh injured in clsn w unsp mv in traf, subs"
2096,V69.50XS,"Pasngr in hv veh injured in clsn w unsp mv in traf, sequela"
2097,V69.59XA,"Passenger in hv veh injured in clsn w oth mv in traf, init"
2098,V69.59XD,"Passenger in hv veh injured in clsn w oth mv in traf, subs"
2099,V69.59XS,"Pasngr in hv veh injured in clsn w oth mv in traf, sequela"
2100,V69.60XA,"Occup of hv veh injured in collision w unsp mv in traf, init"
2101,V69.60XD,"Occup of hv veh injured in collision w unsp mv in traf, subs"
2102,V69.60XS,"Occup of hv veh injured in clsn w unsp mv in traf, sequela"
2103,V69.69XA,"Occup of hv veh injured in collision w oth mv in traf, init"
2104,V69.69XD,"Occup of hv veh injured in collision w oth mv in traf, subs"
2105,V69.69XS,"Occup of hv veh injured in clsn w oth mv in traf, sequela"
2106,V69.81XA,"Occ of hv veh injured in trnsp acc w miltry vehicle, init"
2107,V69.81XD,"Occ of hv veh injured in trnsp acc w miltry vehicle, subs"
2108,V69.81XS,"Occ of hv veh injured in trnsp acc w miltry vehicle, sequela"
2109,V69.88XA,"Occupant (driver) of hv veh injured in oth trnsp acc, init"
2110,V69.88XD,"Occupant (driver) of hv veh injured in oth trnsp acc, subs"
2111,V69.88XS,"Occupant of hv veh injured in oth trnsp acc, sequela"
2112,V69.9XXA,"Occupant (driver) of hv veh injured in unsp traf, init"
2113,V69.9XXD,"Occupant (driver) of hv veh injured in unsp traf, subs"
2114,V69.9XXS,"Occupant (driver) of hv veh injured in unsp traf, sequela"
2115,V70.0XXA,"Driver of bus injured in collision w ped/anml nontraf, init"
2116,V70.0XXD,"Driver of bus injured in collision w ped/anml nontraf, subs"
2117,V70.0XXS,"Driver of bus injured in clsn w ped/anml nontraf, sequela"
2118,V70.1XXA,"Passenger on bus injured in clsn w ped/anml nontraf, init"
2119,V70.1XXD,"Passenger on bus injured in clsn w ped/anml nontraf, subs"
2120,V70.1XXS,"Passenger on bus injured in clsn w ped/anml nontraf, sequela"
2121,V70.2XXA,"Person outside bus injured in clsn w ped/anml nontraf, init"
2122,V70.2XXD,"Person outside bus injured in clsn w ped/anml nontraf, subs"
2123,V70.2XXS,"Person outside bus inj in clsn w ped/anml nontraf, sequela"
2124,V70.3XXA,"Occup of bus injured in collision w ped/anml nontraf, init"
2125,V70.3XXD,"Occup of bus injured in collision w ped/anml nontraf, subs"
2126,V70.3XXS,"Occup of bus injured in clsn w ped/anml nontraf, sequela"
2127,V70.4XXA,"Prsn brd/alit from bus injured in collision w ped/anml, init"
2128,V70.4XXD,"Prsn brd/alit from bus injured in collision w ped/anml, subs"
2129,V70.4XXS,"Prsn brd/alit from bus injured in clsn w ped/anml, sequela"
2130,V70.5XXA,"Driver of bus injured in collision w ped/anml in traf, init"
2131,V70.5XXD,"Driver of bus injured in collision w ped/anml in traf, subs"
2132,V70.5XXS,"Driver of bus injured in clsn w ped/anml in traf, sequela"
2133,V70.6XXA,"Passenger on bus injured in clsn w ped/anml in traf, init"
2134,V70.6XXD,"Passenger on bus injured in clsn w ped/anml in traf, subs"
2135,V70.6XXS,"Passenger on bus injured in clsn w ped/anml in traf, sequela"
2136,V70.7XXA,"Person outside bus injured in clsn w ped/anml in traf, init"
2137,V70.7XXD,"Person outside bus injured in clsn w ped/anml in traf, subs"
2138,V70.7XXS,"Person outside bus inj in clsn w ped/anml in traf, sequela"
2139,V70.9XXA,"Occup of bus injured in collision w ped/anml in traf, init"
2140,V70.9XXD,"Occup of bus injured in collision w ped/anml in traf, subs"
2141,V70.9XXS,"Occup of bus injured in clsn w ped/anml in traf, sequela"
2142,V71.0XXA,"Driver of bus injured in collision w pedl cyc nontraf, init"
2143,V71.0XXD,"Driver of bus injured in collision w pedl cyc nontraf, subs"
2144,V71.0XXS,"Driver of bus injured in clsn w pedl cyc nontraf, sequela"
2145,V71.1XXA,"Passenger on bus injured in clsn w pedl cyc nontraf, init"
2146,V71.1XXD,"Passenger on bus injured in clsn w pedl cyc nontraf, subs"
2147,V71.1XXS,"Passenger on bus injured in clsn w pedl cyc nontraf, sequela"
2148,V71.2XXA,"Person outside bus injured in clsn w pedl cyc nontraf, init"
2149,V71.2XXD,"Person outside bus injured in clsn w pedl cyc nontraf, subs"
2150,V71.2XXS,"Person outside bus inj in clsn w pedl cyc nontraf, sequela"
2151,V71.3XXA,"Occup of bus injured in collision w pedl cyc nontraf, init"
2152,V71.3XXD,"Occup of bus injured in collision w pedl cyc nontraf, subs"
2153,V71.3XXS,"Occup of bus injured in clsn w pedl cyc nontraf, sequela"
2154,V71.4XXA,"Prsn brd/alit from bus injured in collision w pedl cyc, init"
2155,V71.4XXD,"Prsn brd/alit from bus injured in collision w pedl cyc, subs"
2156,V71.4XXS,"Prsn brd/alit from bus injured in clsn w pedl cyc, sequela"
2157,V71.5XXA,"Driver of bus injured in collision w pedl cyc in traf, init"
2158,V71.5XXD,"Driver of bus injured in collision w pedl cyc in traf, subs"
2159,V71.5XXS,"Driver of bus injured in clsn w pedl cyc in traf, sequela"
2160,V71.6XXA,"Passenger on bus injured in clsn w pedl cyc in traf, init"
2161,V71.6XXD,"Passenger on bus injured in clsn w pedl cyc in traf, subs"
2162,V71.6XXS,"Passenger on bus injured in clsn w pedl cyc in traf, sequela"
2163,V71.7XXA,"Person outside bus injured in clsn w pedl cyc in traf, init"
2164,V71.7XXD,"Person outside bus injured in clsn w pedl cyc in traf, subs"
2165,V71.7XXS,"Person outside bus inj in clsn w pedl cyc in traf, sequela"
2166,V71.9XXA,"Occup of bus injured in collision w pedl cyc in traf, init"
2167,V71.9XXD,"Occup of bus injured in collision w pedl cyc in traf, subs"
2168,V71.9XXS,"Occup of bus injured in clsn w pedl cyc in traf, sequela"
2169,V72.0XXA,"Driver of bus injured in clsn w 2/3whl mv nontraf, init"
2170,V72.0XXD,"Driver of bus injured in clsn w 2/3whl mv nontraf, subs"
2171,V72.0XXS,"Driver of bus injured in clsn w 2/3whl mv nontraf, sequela"
2172,V72.1XXA,"Passenger on bus injured in clsn w 2/3whl mv nontraf, init"
2173,V72.1XXD,"Passenger on bus injured in clsn w 2/3whl mv nontraf, subs"
2174,V72.1XXS,"Pasngr on bus injured in clsn w 2/3whl mv nontraf, sequela"
2175,V72.2XXA,"Person outside bus inj in clsn w 2/3whl mv nontraf, init"
2176,V72.2XXD,"Person outside bus inj in clsn w 2/3whl mv nontraf, subs"
2177,V72.2XXS,"Person outside bus inj in clsn w 2/3whl mv nontraf, sequela"
2178,V72.3XXA,"Occup of bus injured in collision w 2/3whl mv nontraf, init"
2179,V72.3XXD,"Occup of bus injured in collision w 2/3whl mv nontraf, subs"
2180,V72.3XXS,"Occup of bus injured in clsn w 2/3whl mv nontraf, sequela"
2181,V72.4XXA,"Prsn brd/alit from bus injured in clsn w 2/3whl mv, init"
2182,V72.4XXD,"Prsn brd/alit from bus injured in clsn w 2/3whl mv, subs"
2183,V72.4XXS,"Prsn brd/alit from bus injured in clsn w 2/3whl mv, sequela"
2184,V72.5XXA,"Driver of bus injured in clsn w 2/3whl mv in traf, init"
2185,V72.5XXD,"Driver of bus injured in clsn w 2/3whl mv in traf, subs"
2186,V72.5XXS,"Driver of bus injured in clsn w 2/3whl mv in traf, sequela"
2187,V72.6XXA,"Passenger on bus injured in clsn w 2/3whl mv in traf, init"
2188,V72.6XXD,"Passenger on bus injured in clsn w 2/3whl mv in traf, subs"
2189,V72.6XXS,"Pasngr on bus injured in clsn w 2/3whl mv in traf, sequela"
2190,V72.7XXA,"Person outside bus inj in clsn w 2/3whl mv in traf, init"
2191,V72.7XXD,"Person outside bus inj in clsn w 2/3whl mv in traf, subs"
2192,V72.7XXS,"Person outside bus inj in clsn w 2/3whl mv in traf, sequela"
2193,V72.9XXA,"Occup of bus injured in collision w 2/3whl mv in traf, init"
2194,V72.9XXD,"Occup of bus injured in collision w 2/3whl mv in traf, subs"
2195,V72.9XXS,"Occup of bus injured in clsn w 2/3whl mv in traf, sequela"
2196,V73.0XXA,"Driver of bus injured pickup truck, pkup/van nontraf, init"
2197,V73.0XXD,"Driver of bus injured pickup truck, pkup/van nontraf, subs"
2198,V73.0XXS,"Driver of bus inj pickup truck, pkup/van nontraf, sequela"
2199,V73.1XXA,"Pasngr on bus injured pickup truck, pkup/van nontraf, init"
2200,V73.1XXD,"Pasngr on bus injured pickup truck, pkup/van nontraf, subs"
2201,V73.1XXS,"Pasngr on bus inj pickup truck, pkup/van nontraf, sequela"
2202,V73.2XXA,"Person outsd bus inj pickup truck, pkup/van nontraf, init"
2203,V73.2XXD,"Person outsd bus inj pickup truck, pkup/van nontraf, subs"
2204,V73.2XXS,"Person outsd bus inj pkup truck, pkup/van nontraf, sequela"
2205,V73.3XXA,"Occup of bus injured pickup truck, pkup/van nontraf, init"
2206,V73.3XXD,"Occup of bus injured pickup truck, pkup/van nontraf, subs"
2207,V73.3XXS,"Occup of bus inj pickup truck, pkup/van nontraf, sequela"
2208,V73.4XXA,"Prsn brd/alit from bus inj pickup truck, pkup/van, init"
2209,V73.4XXD,"Prsn brd/alit from bus inj pickup truck, pkup/van, subs"
2210,V73.4XXS,"Prsn brd/alit from bus inj pickup truck, pkup/van, sequela"
2211,V73.5XXA,"Driver of bus injured pickup truck, pkup/van in traf, init"
2212,V73.5XXD,"Driver of bus injured pickup truck, pkup/van in traf, subs"
2213,V73.5XXS,"Driver of bus inj pickup truck, pkup/van in traf, sequela"
2214,V73.6XXA,"Pasngr on bus injured pickup truck, pkup/van in traf, init"
2215,V73.6XXD,"Pasngr on bus injured pickup truck, pkup/van in traf, subs"
2216,V73.6XXS,"Pasngr on bus inj pickup truck, pkup/van in traf, sequela"
2217,V73.7XXA,"Person outsd bus inj pickup truck, pkup/van in traf, init"
2218,V73.7XXD,"Person outsd bus inj pickup truck, pkup/van in traf, subs"
2219,V73.7XXS,"Person outsd bus inj pkup truck, pkup/van in traf, sequela"
2220,V73.9XXA,"Occup of bus injured pickup truck, pkup/van in traf, init"
2221,V73.9XXD,"Occup of bus injured pickup truck, pkup/van in traf, subs"
2222,V73.9XXS,"Occup of bus inj pickup truck, pkup/van in traf, sequela"
2223,V74.0XXA,"Driver of bus injured in collision w hv veh nontraf, init"
2224,V74.0XXD,"Driver of bus injured in collision w hv veh nontraf, subs"
2225,V74.0XXS,"Driver of bus injured in collision w hv veh nontraf, sequela"
2226,V74.1XXA,"Passenger on bus injured in collision w hv veh nontraf, init"
2227,V74.1XXD,"Passenger on bus injured in collision w hv veh nontraf, subs"
2228,V74.1XXS,"Passenger on bus injured in clsn w hv veh nontraf, sequela"
2229,V74.2XXA,"Person outside bus injured in clsn w hv veh nontraf, init"
2230,V74.2XXD,"Person outside bus injured in clsn w hv veh nontraf, subs"
2231,V74.2XXS,"Person outside bus injured in clsn w hv veh nontraf, sequela"
2232,V74.3XXA,"Occup of bus injured in collision w hv veh nontraf, init"
2233,V74.3XXD,"Occup of bus injured in collision w hv veh nontraf, subs"
2234,V74.3XXS,"Occup of bus injured in collision w hv veh nontraf, sequela"
2235,V74.4XXA,"Prsn brd/alit from bus injured in collision w hv veh, init"
2236,V74.4XXD,"Prsn brd/alit from bus injured in collision w hv veh, subs"
2237,V74.4XXS,"Prsn brd/alit from bus injured in clsn w hv veh, sequela"
2238,V74.5XXA,"Driver of bus injured in collision w hv veh in traf, init"
2239,V74.5XXD,"Driver of bus injured in collision w hv veh in traf, subs"
2240,V74.5XXS,"Driver of bus injured in collision w hv veh in traf, sequela"
2241,V74.6XXA,"Passenger on bus injured in collision w hv veh in traf, init"
2242,V74.6XXD,"Passenger on bus injured in collision w hv veh in traf, subs"
2243,V74.6XXS,"Passenger on bus injured in clsn w hv veh in traf, sequela"
2244,V74.7XXA,"Person outside bus injured in clsn w hv veh in traf, init"
2245,V74.7XXD,"Person outside bus injured in clsn w hv veh in traf, subs"
2246,V74.7XXS,"Person outside bus injured in clsn w hv veh in traf, sequela"
2247,V74.9XXA,"Occup of bus injured in collision w hv veh in traf, init"
2248,V74.9XXD,"Occup of bus injured in collision w hv veh in traf, subs"
2249,V74.9XXS,"Occup of bus injured in collision w hv veh in traf, sequela"
2250,V75.0XXA,"Driver of bus injured in clsn w rail trn/veh nontraf, init"
2251,V75.0XXD,"Driver of bus injured in clsn w rail trn/veh nontraf, subs"
2252,V75.0XXS,"Driver of bus inj in clsn w rail trn/veh nontraf, sequela"
2253,V75.1XXA,"Pasngr on bus injured in clsn w rail trn/veh nontraf, init"
2254,V75.1XXD,"Pasngr on bus injured in clsn w rail trn/veh nontraf, subs"
2255,V75.1XXS,"Pasngr on bus inj in clsn w rail trn/veh nontraf, sequela"
2256,V75.2XXA,"Person outside bus inj in clsn w rail trn/veh nontraf, init"
2257,V75.2XXD,"Person outside bus inj in clsn w rail trn/veh nontraf, subs"
2258,V75.2XXS,"Person outsd bus inj in clsn w rail trn/veh nontraf, sequela"
2259,V75.3XXA,"Occup of bus injured in clsn w rail trn/veh nontraf, init"
2260,V75.3XXD,"Occup of bus injured in clsn w rail trn/veh nontraf, subs"
2261,V75.3XXS,"Occup of bus injured in clsn w rail trn/veh nontraf, sequela"
2262,V75.4XXA,"Prsn brd/alit from bus injured in clsn w rail trn/veh, init"
2263,V75.4XXD,"Prsn brd/alit from bus injured in clsn w rail trn/veh, subs"
2264,V75.4XXS,"Prsn brd/alit from bus inj in clsn w rail trn/veh, sequela"
2265,V75.5XXA,"Driver of bus injured in clsn w rail trn/veh in traf, init"
2266,V75.5XXD,"Driver of bus injured in clsn w rail trn/veh in traf, subs"
2267,V75.5XXS,"Driver of bus inj in clsn w rail trn/veh in traf, sequela"
2268,V75.6XXA,"Pasngr on bus injured in clsn w rail trn/veh in traf, init"
2269,V75.6XXD,"Pasngr on bus injured in clsn w rail trn/veh in traf, subs"
2270,V75.6XXS,"Pasngr on bus inj in clsn w rail trn/veh in traf, sequela"
2271,V75.7XXA,"Person outside bus inj in clsn w rail trn/veh in traf, init"
2272,V75.7XXD,"Person outside bus inj in clsn w rail trn/veh in traf, subs"
2273,V75.7XXS,"Person outsd bus inj in clsn w rail trn/veh in traf, sequela"
2274,V75.9XXA,"Occup of bus injured in clsn w rail trn/veh in traf, init"
2275,V75.9XXD,"Occup of bus injured in clsn w rail trn/veh in traf, subs"
2276,V75.9XXS,"Occup of bus injured in clsn w rail trn/veh in traf, sequela"
2277,V76.0XXA,"Driver of bus injured in clsn w nonmtr vehicle nontraf, init"
2278,V76.0XXD,"Driver of bus injured in clsn w nonmtr vehicle nontraf, subs"
2279,V76.0XXS,"Driver of bus inj in clsn w nonmtr vehicle nontraf, sequela"
2280,V76.1XXA,"Pasngr on bus injured in clsn w nonmtr vehicle nontraf, init"
2281,V76.1XXD,"Pasngr on bus injured in clsn w nonmtr vehicle nontraf, subs"
2282,V76.1XXS,"Pasngr on bus inj in clsn w nonmtr vehicle nontraf, sequela"
2283,V76.2XXA,"Person outsd bus inj in clsn w nonmtr vehicle nontraf, init"
2284,V76.2XXD,"Person outsd bus inj in clsn w nonmtr vehicle nontraf, subs"
2285,V76.2XXS,"Person outsd bus inj in clsn w nonmtr vehicle nontraf, sqla"
2286,V76.3XXA,"Occup of bus injured in clsn w nonmtr vehicle nontraf, init"
2287,V76.3XXD,"Occup of bus injured in clsn w nonmtr vehicle nontraf, subs"
2288,V76.3XXS,"Occup of bus inj in clsn w nonmtr vehicle nontraf, sequela"
2289,V76.4XXA,"Prsn brd/alit from bus inj in clsn w nonmtr vehicle, init"
2290,V76.4XXD,"Prsn brd/alit from bus inj in clsn w nonmtr vehicle, subs"
2291,V76.4XXS,"Prsn brd/alit from bus inj in clsn w nonmtr vehicle, sequela"
2292,V76.5XXA,"Driver of bus injured in clsn w nonmtr vehicle in traf, init"
2293,V76.5XXD,"Driver of bus injured in clsn w nonmtr vehicle in traf, subs"
2294,V76.5XXS,"Driver of bus inj in clsn w nonmtr vehicle in traf, sequela"
2295,V76.6XXA,"Pasngr on bus injured in clsn w nonmtr vehicle in traf, init"
2296,V76.6XXD,"Pasngr on bus injured in clsn w nonmtr vehicle in traf, subs"
2297,V76.6XXS,"Pasngr on bus inj in clsn w nonmtr vehicle in traf, sequela"
2298,V76.7XXA,"Person outsd bus inj in clsn w nonmtr vehicle in traf, init"
2299,V76.7XXD,"Person outsd bus inj in clsn w nonmtr vehicle in traf, subs"
2300,V76.7XXS,"Person outsd bus inj in clsn w nonmtr vehicle in traf, sqla"
2301,V76.9XXA,"Occup of bus injured in clsn w nonmtr vehicle in traf, init"
2302,V76.9XXD,"Occup of bus injured in clsn w nonmtr vehicle in traf, subs"
2303,V76.9XXS,"Occup of bus inj in clsn w nonmtr vehicle in traf, sequela"
2304,V77.0XXA,"Driver of bus injured in clsn w statnry object nontraf, init"
2305,V77.0XXD,"Driver of bus injured in clsn w statnry object nontraf, subs"
2306,V77.0XXS,"Driver of bus inj in clsn w statnry object nontraf, sequela"
2307,V77.1XXA,"Pasngr on bus injured in clsn w statnry object nontraf, init"
2308,V77.1XXD,"Pasngr on bus injured in clsn w statnry object nontraf, subs"
2309,V77.1XXS,"Pasngr on bus inj in clsn w statnry object nontraf, sequela"
2310,V77.2XXA,"Person outsd bus inj in clsn w statnry object nontraf, init"
2311,V77.2XXD,"Person outsd bus inj in clsn w statnry object nontraf, subs"
2312,V77.2XXS,"Person outsd bus inj in clsn w statnry object nontraf, sqla"
2313,V77.3XXA,"Occup of bus injured in clsn w statnry object nontraf, init"
2314,V77.3XXD,"Occup of bus injured in clsn w statnry object nontraf, subs"
2315,V77.3XXS,"Occup of bus inj in clsn w statnry object nontraf, sequela"
2316,V77.4XXA,"Prsn brd/alit from bus inj in clsn w statnry object, init"
2317,V77.4XXD,"Prsn brd/alit from bus inj in clsn w statnry object, subs"
2318,V77.4XXS,"Prsn brd/alit from bus inj in clsn w statnry object, sequela"
2319,V77.5XXA,"Driver of bus injured in clsn w statnry object in traf, init"
2320,V77.5XXD,"Driver of bus injured in clsn w statnry object in traf, subs"
2321,V77.5XXS,"Driver of bus inj in clsn w statnry object in traf, sequela"
2322,V77.6XXA,"Pasngr on bus injured in clsn w statnry object in traf, init"
2323,V77.6XXD,"Pasngr on bus injured in clsn w statnry object in traf, subs"
2324,V77.6XXS,"Pasngr on bus inj in clsn w statnry object in traf, sequela"
2325,V77.7XXA,"Person outsd bus inj in clsn w statnry object in traf, init"
2326,V77.7XXD,"Person outsd bus inj in clsn w statnry object in traf, subs"
2327,V77.7XXS,"Person outsd bus inj in clsn w statnry object in traf, sqla"
2328,V77.9XXA,"Occup of bus injured in clsn w statnry object in traf, init"
2329,V77.9XXD,"Occup of bus injured in clsn w statnry object in traf, subs"
2330,V77.9XXS,"Occup of bus inj in clsn w statnry object in traf, sequela"
