,category,condition
775,T60.2X3D,"Toxic effect of other insecticides, assault, subs encntr"
776,T60.2X3S,"Toxic effect of other insecticides, assault, sequela"
777,T60.2X4A,"Toxic effect of oth insecticides, undetermined, init encntr"
778,T60.2X4D,"Toxic effect of oth insecticides, undetermined, subs encntr"
779,T60.2X4S,"Toxic effect of other insecticides, undetermined, sequela"
780,T60.3X1A,"Toxic effect of herbicides and fungicides, accidental, init"
781,T60.3X1D,"Toxic effect of herbicides and fungicides, accidental, subs"
782,T60.3X1S,"Toxic effect of herbicides and fungicides, acc, sequela"
783,T60.3X2A,"Toxic effect of herbicides and fungicides, selfharm, init"
784,T60.3X2D,"Toxic effect of herbicides and fungicides, selfharm, subs"
785,T60.3X2S,"Toxic effect of herbicides and fungicides, slfhrm, sequela"
786,T60.3X3A,"Toxic effect of herbicides and fungicides, assault, init"
787,T60.3X3D,"Toxic effect of herbicides and fungicides, assault, subs"
788,T60.3X3S,"Toxic effect of herbicides and fungicides, assault, sequela"
789,T60.3X4A,"Toxic effect of herbicides and fungicides, undet, init"
790,T60.3X4D,"Toxic effect of herbicides and fungicides, undet, subs"
791,T60.3X4S,"Toxic effect of herbicides and fungicides, undet, sequela"
792,T60.4X1A,"Toxic effect of rodenticides, accidental, init"
793,T60.4X1D,"Toxic effect of rodenticides, accidental, subs"
794,T60.4X1S,"Toxic effect of rodenticides, accidental, sequela"
795,T60.4X2A,"Toxic effect of rodenticides, intentional selfharm, init"
796,T60.4X2D,"Toxic effect of rodenticides, intentional selfharm, subs"
797,T60.4X2S,"Toxic effect of rodenticides, intentional selfharm, sequela"
798,T60.4X3A,"Toxic effect of rodenticides, assault, initial encounter"
799,T60.4X3D,"Toxic effect of rodenticides, assault, subsequent encounter"
800,T60.4X3S,"Toxic effect of rodenticides, assault, sequela"
801,T60.4X4A,"Toxic effect of rodenticides, undetermined, init encntr"
802,T60.4X4D,"Toxic effect of rodenticides, undetermined, subs encntr"
803,T60.4X4S,"Toxic effect of rodenticides, undetermined, sequela"
804,T60.8X1A,"Toxic effect of pesticides, accidental (unintentional), init"
805,T60.8X1D,"Toxic effect of pesticides, accidental (unintentional), subs"
806,T60.8X1S,"Toxic effect of pesticides, accidental, sequela"
807,T60.8X2A,"Toxic effect of oth pesticides, intentional selfharm, init"
808,T60.8X2D,"Toxic effect of oth pesticides, intentional selfharm, subs"
809,T60.8X2S,"Toxic effect of pesticides, intentional selfharm, sequela"
810,T60.8X3A,"Toxic effect of other pesticides, assault, initial encounter"
811,T60.8X3D,"Toxic effect of other pesticides, assault, subs encntr"
812,T60.8X3S,"Toxic effect of other pesticides, assault, sequela"
813,T60.8X4A,"Toxic effect of other pesticides, undetermined, init encntr"
814,T60.8X4D,"Toxic effect of other pesticides, undetermined, subs encntr"
815,T60.8X4S,"Toxic effect of other pesticides, undetermined, sequela"
816,T60.91XA,"Toxic effect of unsp pesticide, accidental, init"
817,T60.91XD,"Toxic effect of unsp pesticide, accidental, subs"
818,T60.91XS,"Toxic effect of unsp pesticide, accidental, sequela"
819,T60.92XA,"Toxic effect of unsp pesticide, intentional selfharm, init"
820,T60.92XD,"Toxic effect of unsp pesticide, intentional selfharm, subs"
821,T60.92XS,"Toxic effect of unsp pesticide, selfharm, sequela"
822,T60.93XA,"Toxic effect of unspecified pesticide, assault, init encntr"
823,T60.93XD,"Toxic effect of unspecified pesticide, assault, subs encntr"
824,T60.93XS,"Toxic effect of unspecified pesticide, assault, sequela"
825,T60.94XA,"Toxic effect of unsp pesticide, undetermined, init encntr"
826,T60.94XD,"Toxic effect of unsp pesticide, undetermined, subs encntr"
827,T60.94XS,"Toxic effect of unspecified pesticide, undetermined, sequela"
828,T61.01XA,"Ciguatera fish poisoning, accidental (unintentional), init"
829,T61.01XD,"Ciguatera fish poisoning, accidental (unintentional), subs"
830,T61.01XS,"Ciguatera fish poisoning, accidental, sequela"
831,T61.02XA,"Ciguatera fish poisoning, intentional selfharm, init encntr"
832,T61.02XD,"Ciguatera fish poisoning, intentional selfharm, subs encntr"
833,T61.02XS,"Ciguatera fish poisoning, intentional selfharm, sequela"
834,T61.03XA,"Ciguatera fish poisoning, assault, initial encounter"
835,T61.03XD,"Ciguatera fish poisoning, assault, subsequent encounter"
836,T61.03XS,"Ciguatera fish poisoning, assault, sequela"
837,T61.04XA,"Ciguatera fish poisoning, undetermined, initial encounter"
838,T61.04XD,"Ciguatera fish poisoning, undetermined, subsequent encounter"
839,T61.04XS,"Ciguatera fish poisoning, undetermined, sequela"
840,T61.11XA,"Scombroid fish poisoning, accidental (unintentional), init"
841,T61.11XD,"Scombroid fish poisoning, accidental (unintentional), subs"
842,T61.11XS,"Scombroid fish poisoning, accidental, sequela"
843,T61.12XA,"Scombroid fish poisoning, intentional selfharm, init encntr"
844,T61.12XD,"Scombroid fish poisoning, intentional selfharm, subs encntr"
845,T61.12XS,"Scombroid fish poisoning, intentional selfharm, sequela"
846,T61.13XA,"Scombroid fish poisoning, assault, initial encounter"
847,T61.13XD,"Scombroid fish poisoning, assault, subsequent encounter"
848,T61.13XS,"Scombroid fish poisoning, assault, sequela"
849,T61.14XA,"Scombroid fish poisoning, undetermined, initial encounter"
850,T61.14XD,"Scombroid fish poisoning, undetermined, subsequent encounter"
851,T61.14XS,"Scombroid fish poisoning, undetermined, sequela"
852,T61.771A,"Oth fish poisoning, accidental (unintentional), init encntr"
853,T61.771D,"Oth fish poisoning, accidental (unintentional), subs encntr"
854,T61.771S,"Other fish poisoning, accidental (unintentional), sequela"
855,T61.772A,"Other fish poisoning, intentional selfharm, init encntr"
856,T61.772D,"Other fish poisoning, intentional selfharm, subs encntr"
857,T61.772S,"Other fish poisoning, intentional selfharm, sequela"
858,T61.773A,"Other fish poisoning, assault, initial encounter"
859,T61.773D,"Other fish poisoning, assault, subsequent encounter"
860,T61.773S,"Other fish poisoning, assault, sequela"
861,T61.774A,"Other fish poisoning, undetermined, initial encounter"
862,T61.774D,"Other fish poisoning, undetermined, subsequent encounter"
863,T61.774S,"Other fish poisoning, undetermined, sequela"
864,T61.781A,"Oth shellfish poisoning, accidental (unintentional), init"
865,T61.781D,"Oth shellfish poisoning, accidental (unintentional), subs"
866,T61.781S,"Oth shellfish poisoning, accidental (unintentional), sequela"
867,T61.782A,"Oth shellfish poisoning, intentional selfharm, init encntr"
868,T61.782D,"Oth shellfish poisoning, intentional selfharm, subs encntr"
869,T61.782S,"Other shellfish poisoning, intentional selfharm, sequela"
870,T61.783A,"Other shellfish poisoning, assault, initial encounter"
871,T61.783D,"Other shellfish poisoning, assault, subsequent encounter"
872,T61.783S,"Other shellfish poisoning, assault, sequela"
873,T61.784A,"Other shellfish poisoning, undetermined, initial encounter"
874,T61.784D,"Other shellfish poisoning, undetermined, subs encntr"
875,T61.784S,"Other shellfish poisoning, undetermined, sequela"
876,T61.8X1A,"Toxic effect of seafood, accidental (unintentional), init"
877,T61.8X1D,"Toxic effect of seafood, accidental (unintentional), subs"
878,T61.8X1S,"Toxic effect of seafood, accidental (unintentional), sequela"
879,T61.8X2A,"Toxic effect of oth seafood, intentional selfharm, init"
880,T61.8X2D,"Toxic effect of oth seafood, intentional selfharm, subs"
881,T61.8X2S,"Toxic effect of oth seafood, intentional selfharm, sequela"
882,T61.8X3A,"Toxic effect of other seafood, assault, initial encounter"
883,T61.8X3D,"Toxic effect of other seafood, assault, subsequent encounter"
884,T61.8X3S,"Toxic effect of other seafood, assault, sequela"
885,T61.8X4A,"Toxic effect of other seafood, undetermined, init encntr"
886,T61.8X4D,"Toxic effect of other seafood, undetermined, subs encntr"
887,T61.8X4S,"Toxic effect of other seafood, undetermined, sequela"
888,T61.91XA,"Toxic effect of unsp seafood, accidental, init"
889,T61.91XD,"Toxic effect of unsp seafood, accidental, subs"
890,T61.91XS,"Toxic effect of unsp seafood, accidental, sequela"
891,T61.92XA,"Toxic effect of unsp seafood, intentional selfharm, init"
892,T61.92XD,"Toxic effect of unsp seafood, intentional selfharm, subs"
893,T61.92XS,"Toxic effect of unsp seafood, intentional selfharm, sequela"
894,T61.93XA,"Toxic effect of unspecified seafood, assault, init encntr"
895,T61.93XD,"Toxic effect of unspecified seafood, assault, subs encntr"
896,T61.93XS,"Toxic effect of unspecified seafood, assault, sequela"
897,T61.94XA,"Toxic effect of unsp seafood, undetermined, init encntr"
898,T61.94XD,"Toxic effect of unsp seafood, undetermined, subs encntr"
899,T61.94XS,"Toxic effect of unspecified seafood, undetermined, sequela"
900,T62.0X1A,"Toxic effect of ingested mushrooms, accidental, init"
901,T62.0X1D,"Toxic effect of ingested mushrooms, accidental, subs"
902,T62.0X1S,"Toxic effect of ingested mushrooms, accidental, sequela"
903,T62.0X2A,"Toxic effect of ingested mushrooms, selfharm, init"
904,T62.0X2D,"Toxic effect of ingested mushrooms, selfharm, subs"
905,T62.0X2S,"Toxic effect of ingested mushrooms, selfharm, sequela"
906,T62.0X3A,"Toxic effect of ingested mushrooms, assault, init encntr"
907,T62.0X3D,"Toxic effect of ingested mushrooms, assault, subs encntr"
908,T62.0X3S,"Toxic effect of ingested mushrooms, assault, sequela"
909,T62.0X4A,"Toxic effect of ingested mushrooms, undetermined, init"
910,T62.0X4D,"Toxic effect of ingested mushrooms, undetermined, subs"
911,T62.0X4S,"Toxic effect of ingested mushrooms, undetermined, sequela"
912,T62.1X1A,"Toxic effect of ingested berries, accidental, init"
913,T62.1X1D,"Toxic effect of ingested berries, accidental, subs"
914,T62.1X1S,"Toxic effect of ingested berries, accidental, sequela"
915,T62.1X2A,"Toxic effect of ingested berries, selfharm, init"
916,T62.1X2D,"Toxic effect of ingested berries, selfharm, subs"
917,T62.1X2S,"Toxic effect of ingested berries, selfharm, sequela"
918,T62.1X3A,"Toxic effect of ingested berries, assault, initial encounter"
919,T62.1X3D,"Toxic effect of ingested berries, assault, subs encntr"
920,T62.1X3S,"Toxic effect of ingested berries, assault, sequela"
921,T62.1X4A,"Toxic effect of ingested berries, undetermined, init encntr"
922,T62.1X4D,"Toxic effect of ingested berries, undetermined, subs encntr"
923,T62.1X4S,"Toxic effect of ingested berries, undetermined, sequela"
924,T62.2X1A,"Toxic effect of ingested (parts of) plant(s), acc, init"
925,T62.2X1D,"Toxic effect of ingested (parts of) plant(s), acc, subs"
926,T62.2X1S,"Toxic effect of ingested (parts of) plant(s), acc, sequela"
927,T62.2X2A,"Toxic effect of ingested (parts of) plant(s), slfhrm, init"
928,T62.2X2D,"Toxic effect of ingested (parts of) plant(s), slfhrm, subs"
929,T62.2X2S,"Toxic effect of ingest (parts of) plant(s), slfhrm, sequela"
930,T62.2X3A,"Toxic effect of ingested (parts of) plant(s), assault, init"
931,T62.2X3D,"Toxic effect of ingested (parts of) plant(s), assault, subs"
932,T62.2X3S,"Toxic effect of ingest (parts of) plant(s), assault, sequela"
933,T62.2X4A,"Toxic effect of ingested (parts of) plant(s), undet, init"
934,T62.2X4D,"Toxic effect of ingested (parts of) plant(s), undet, subs"
935,T62.2X4S,"Toxic effect of ingested (parts of) plant(s), undet, sequela"
936,T62.8X1A,"Toxic effect of noxious substances eaten as food, acc, init"
937,T62.8X1D,"Toxic effect of noxious substances eaten as food, acc, subs"
938,T62.8X1S,"Toxic effect of noxious substnc eaten as food, acc, sequela"
939,T62.8X2A,"Toxic effect of noxious substnc eaten as food, slfhrm, init"
940,T62.8X2D,"Toxic effect of noxious substnc eaten as food, slfhrm, subs"
941,T62.8X2S,"Toxic effect of noxious substnc eaten as food, slfhrm, sqla"
942,T62.8X3A,"Toxic effect of noxious substnc eaten as food, assault, init"
943,T62.8X3D,"Toxic effect of noxious substnc eaten as food, assault, subs"
944,T62.8X3S,"Toxic effect of noxious substnc eaten as food, asslt, sqla"
945,T62.8X4A,"Toxic effect of noxious substnc eaten as food, undet, init"
946,T62.8X4D,"Toxic effect of noxious substnc eaten as food, undet, subs"
947,T62.8X4S,"Toxic effect of noxious substnc eaten as food, undet, sqla"
948,T62.91XA,"Toxic effect of unsp noxious sub eaten as food, acc, init"
949,T62.91XD,"Toxic effect of unsp noxious sub eaten as food, acc, subs"
950,T62.91XS,"Toxic effect of unsp noxious sub eaten as food, acc, sqla"
951,T62.92XA,"Toxic eff of unsp noxious sub eaten as food, slfhrm, init"
952,T62.92XD,"Toxic eff of unsp noxious sub eaten as food, slfhrm, subs"
953,T62.92XS,"Toxic eff of unsp noxious sub eaten as food, slfhrm, sqla"
954,T62.93XA,"Toxic effect of unsp noxious sub eaten as food, asslt, init"
955,T62.93XD,"Toxic effect of unsp noxious sub eaten as food, asslt, subs"
956,T62.93XS,"Toxic effect of unsp noxious sub eaten as food, asslt, sqla"
957,T62.94XA,"Toxic effect of unsp noxious sub eaten as food, undet, init"
958,T62.94XD,"Toxic effect of unsp noxious sub eaten as food, undet, subs"
959,T62.94XS,"Toxic effect of unsp noxious sub eaten as food, undet, sqla"
960,T63.001A,"Toxic effect of unsp snake venom, accidental, init"
961,T63.001D,"Toxic effect of unsp snake venom, accidental, subs"
962,T63.001S,"Toxic effect of unsp snake venom, accidental, sequela"
963,T63.002A,"Toxic effect of unsp snake venom, selfharm, init"
964,T63.002D,"Toxic effect of unsp snake venom, selfharm, subs"
965,T63.002S,"Toxic effect of unsp snake venom, selfharm, sequela"
966,T63.003A,"Toxic effect of unsp snake venom, assault, init encntr"
967,T63.003D,"Toxic effect of unsp snake venom, assault, subs encntr"
968,T63.003S,"Toxic effect of unspecified snake venom, assault, sequela"
969,T63.004A,"Toxic effect of unsp snake venom, undetermined, init encntr"
970,T63.004D,"Toxic effect of unsp snake venom, undetermined, subs encntr"
971,T63.004S,"Toxic effect of unsp snake venom, undetermined, sequela"
972,T63.011A,"Toxic effect of rattlesnake venom, accidental, init"
973,T63.011D,"Toxic effect of rattlesnake venom, accidental, subs"
974,T63.011S,"Toxic effect of rattlesnake venom, accidental, sequela"
975,T63.012A,"Toxic effect of rattlesnake venom, selfharm, init"
976,T63.012D,"Toxic effect of rattlesnake venom, selfharm, subs"
977,T63.012S,"Toxic effect of rattlesnake venom, selfharm, sequela"
978,T63.013A,"Toxic effect of rattlesnake venom, assault, init encntr"
979,T63.013D,"Toxic effect of rattlesnake venom, assault, subs encntr"
980,T63.013S,"Toxic effect of rattlesnake venom, assault, sequela"
981,T63.014A,"Toxic effect of rattlesnake venom, undetermined, init encntr"
982,T63.014D,"Toxic effect of rattlesnake venom, undetermined, subs encntr"
983,T63.014S,"Toxic effect of rattlesnake venom, undetermined, sequela"
984,T63.021A,"Toxic effect of coral snake venom, accidental, init"
985,T63.021D,"Toxic effect of coral snake venom, accidental, subs"
986,T63.021S,"Toxic effect of coral snake venom, accidental, sequela"
987,T63.022A,"Toxic effect of coral snake venom, selfharm, init"
988,T63.022D,"Toxic effect of coral snake venom, selfharm, subs"
989,T63.022S,"Toxic effect of coral snake venom, selfharm, sequela"
990,T63.023A,"Toxic effect of coral snake venom, assault, init encntr"
991,T63.023D,"Toxic effect of coral snake venom, assault, subs encntr"
992,T63.023S,"Toxic effect of coral snake venom, assault, sequela"
993,T63.024A,"Toxic effect of coral snake venom, undetermined, init encntr"
994,T63.024D,"Toxic effect of coral snake venom, undetermined, subs encntr"
995,T63.024S,"Toxic effect of coral snake venom, undetermined, sequela"
996,T63.031A,"Toxic effect of taipan venom, accidental, init"
997,T63.031D,"Toxic effect of taipan venom, accidental, subs"
998,T63.031S,"Toxic effect of taipan venom, accidental, sequela"
999,T63.032A,"Toxic effect of taipan venom, intentional selfharm, init"
1000,T63.032D,"Toxic effect of taipan venom, intentional selfharm, subs"
1001,T63.032S,"Toxic effect of taipan venom, intentional selfharm, sequela"
1002,T63.033A,"Toxic effect of taipan venom, assault, initial encounter"
1003,T63.033D,"Toxic effect of taipan venom, assault, subsequent encounter"
1004,T63.033S,"Toxic effect of taipan venom, assault, sequela"
1005,T63.034A,"Toxic effect of taipan venom, undetermined, init encntr"
1006,T63.034D,"Toxic effect of taipan venom, undetermined, subs encntr"
1007,T63.034S,"Toxic effect of taipan venom, undetermined, sequela"
1008,T63.041A,"Toxic effect of cobra venom, accidental, init"
1009,T63.041D,"Toxic effect of cobra venom, accidental, subs"
1010,T63.041S,"Toxic effect of cobra venom, accidental, sequela"
1011,T63.042A,"Toxic effect of cobra venom, intentional selfharm, init"
1012,T63.042D,"Toxic effect of cobra venom, intentional selfharm, subs"
1013,T63.042S,"Toxic effect of cobra venom, intentional selfharm, sequela"
1014,T63.043A,"Toxic effect of cobra venom, assault, initial encounter"
1015,T63.043D,"Toxic effect of cobra venom, assault, subsequent encounter"
1016,T63.043S,"Toxic effect of cobra venom, assault, sequela"
1017,T63.044A,"Toxic effect of cobra venom, undetermined, initial encounter"
1018,T63.044D,"Toxic effect of cobra venom, undetermined, subs encntr"
1019,T63.044S,"Toxic effect of cobra venom, undetermined, sequela"
1020,T63.061A,"Toxic effect of venom of N & S American snake, acc, init"
1021,T63.061D,"Toxic effect of venom of N & S American snake, acc, subs"
1022,T63.061S,"Toxic effect of venom of N & S American snake, acc, sequela"
1023,T63.062A,"Toxic effect of venom of N & S American snake, slfhrm, init"
1024,T63.062D,"Toxic effect of venom of N & S American snake, slfhrm, subs"
1025,T63.062S,"Toxic effect of venom of N & S American snake, slfhrm, sqla"
1026,T63.063A,"Toxic effect of venom of N & S American snake, assault, init"
1027,T63.063D,"Toxic effect of venom of N & S American snake, assault, subs"
1028,T63.063S,"Toxic effect of venom of N & S American snake, asslt, sqla"
1029,T63.064A,"Toxic effect of venom of N & S American snake, undet, init"
1030,T63.064D,"Toxic effect of venom of N & S American snake, undet, subs"
1031,T63.064S,"Toxic effect of venom of N & S American snake, undet, sqla"
1032,T63.071A,"Toxic effect of venom of Australian snake, accidental, init"
1033,T63.071D,"Toxic effect of venom of Australian snake, accidental, subs"
1034,T63.071S,"Toxic effect of venom of Australian snake, acc, sequela"
1035,T63.072A,"Toxic effect of venom of Australian snake, selfharm, init"
1036,T63.072D,"Toxic effect of venom of Australian snake, selfharm, subs"
1037,T63.072S,"Toxic effect of venom of Australian snake, slfhrm, sequela"
1038,T63.073A,"Toxic effect of venom of oth Australian snake, assault, init"
1039,T63.073D,"Toxic effect of venom of oth Australian snake, assault, subs"
1040,T63.073S,"Toxic effect of venom of Australian snake, assault, sequela"
1041,T63.074A,"Toxic effect of venom of Australian snake, undet, init"
1042,T63.074D,"Toxic effect of venom of Australian snake, undet, subs"
1043,T63.074S,"Toxic effect of venom of Australian snake, undet, sequela"
1044,T63.081A,"Toxic effect of venom of African and Asian snake, acc, init"
1045,T63.081D,"Toxic effect of venom of African and Asian snake, acc, subs"
1046,T63.081S,"Toxic effect of venom of African and Asian snake, acc, sqla"
1047,T63.082A,"Toxic eff of venom of African and Asian snake, slfhrm, init"
1048,T63.082D,"Toxic eff of venom of African and Asian snake, slfhrm, subs"
1049,T63.082S,"Toxic eff of venom of African and Asian snake, slfhrm, sqla"
1050,T63.083A,"Toxic eff of venom of African and Asian snake, asslt, init"
1051,T63.083D,"Toxic eff of venom of African and Asian snake, asslt, subs"
1052,T63.083S,"Toxic eff of venom of African and Asian snake, asslt, sqla"
1053,T63.084A,"Toxic eff of venom of African and Asian snake, undet, init"
1054,T63.084D,"Toxic eff of venom of African and Asian snake, undet, subs"
1055,T63.084S,"Toxic eff of venom of African and Asian snake, undet, sqla"
1056,T63.091A,"Toxic effect of venom of snake, accidental, init"
1057,T63.091D,"Toxic effect of venom of snake, accidental, subs"
1058,T63.091S,"Toxic effect of venom of snake, accidental, sequela"
1059,T63.092A,"Toxic effect of venom of snake, intentional selfharm, init"
1060,T63.092D,"Toxic effect of venom of snake, intentional selfharm, subs"
1061,T63.092S,"Toxic effect of venom of snake, selfharm, sequela"
1062,T63.093A,"Toxic effect of venom of other snake, assault, init encntr"
1063,T63.093D,"Toxic effect of venom of other snake, assault, subs encntr"
1064,T63.093S,"Toxic effect of venom of other snake, assault, sequela"
1065,T63.094A,"Toxic effect of venom of oth snake, undetermined, init"
1066,T63.094D,"Toxic effect of venom of oth snake, undetermined, subs"
1067,T63.094S,"Toxic effect of venom of other snake, undetermined, sequela"
1068,T63.111A,"Toxic effect of venom of gila monster, accidental, init"
1069,T63.111D,"Toxic effect of venom of gila monster, accidental, subs"
1070,T63.111S,"Toxic effect of venom of gila monster, accidental, sequela"
1071,T63.112A,"Toxic effect of venom of gila monster, selfharm, init"
1072,T63.112D,"Toxic effect of venom of gila monster, selfharm, subs"
1073,T63.112S,"Toxic effect of venom of gila monster, selfharm, sequela"
1074,T63.113A,"Toxic effect of venom of gila monster, assault, init encntr"
1075,T63.113D,"Toxic effect of venom of gila monster, assault, subs encntr"
1076,T63.113S,"Toxic effect of venom of gila monster, assault, sequela"
1077,T63.114A,"Toxic effect of venom of gila monster, undetermined, init"
1078,T63.114D,"Toxic effect of venom of gila monster, undetermined, subs"
1079,T63.114S,"Toxic effect of venom of gila monster, undetermined, sequela"
1080,T63.121A,"Toxic effect of venom of venomous lizard, accidental, init"
1081,T63.121D,"Toxic effect of venom of venomous lizard, accidental, subs"
1082,T63.121S,"Toxic effect of venom of venomous lizard, acc, sequela"
1083,T63.122A,"Toxic effect of venom of venomous lizard, selfharm, init"
1084,T63.122D,"Toxic effect of venom of venomous lizard, selfharm, subs"
1085,T63.122S,"Toxic effect of venom of venomous lizard, selfharm, sequela"
1086,T63.123A,"Toxic effect of venom of oth venomous lizard, assault, init"
1087,T63.123D,"Toxic effect of venom of oth venomous lizard, assault, subs"
1088,T63.123S,"Toxic effect of venom of venomous lizard, assault, sequela"
1089,T63.124A,"Toxic effect of venom of venomous lizard, undetermined, init"
1090,T63.124D,"Toxic effect of venom of venomous lizard, undetermined, subs"
1091,T63.124S,"Toxic effect of venom of venomous lizard, undet, sequela"
1092,T63.191A,"Toxic effect of venom of reptiles, accidental, init"
1093,T63.191D,"Toxic effect of venom of reptiles, accidental, subs"
1094,T63.191S,"Toxic effect of venom of reptiles, accidental, sequela"
1095,T63.192A,"Toxic effect of venom of reptiles, selfharm, init"
1096,T63.192D,"Toxic effect of venom of reptiles, selfharm, subs"
1097,T63.192S,"Toxic effect of venom of reptiles, selfharm, sequela"
1098,T63.193A,"Toxic effect of venom of oth reptiles, assault, init encntr"
1099,T63.193D,"Toxic effect of venom of oth reptiles, assault, subs encntr"
1100,T63.193S,"Toxic effect of venom of other reptiles, assault, sequela"
1101,T63.194A,"Toxic effect of venom of oth reptiles, undetermined, init"
1102,T63.194D,"Toxic effect of venom of oth reptiles, undetermined, subs"
1103,T63.194S,"Toxic effect of venom of oth reptiles, undetermined, sequela"
1104,T63.2X1A,"Toxic effect of venom of scorpion, accidental, init"
1105,T63.2X1D,"Toxic effect of venom of scorpion, accidental, subs"
1106,T63.2X1S,"Toxic effect of venom of scorpion, accidental, sequela"
1107,T63.2X2A,"Toxic effect of venom of scorpion, selfharm, init"
1108,T63.2X2D,"Toxic effect of venom of scorpion, selfharm, subs"
1109,T63.2X2S,"Toxic effect of venom of scorpion, selfharm, sequela"
1110,T63.2X3A,"Toxic effect of venom of scorpion, assault, init encntr"
1111,T63.2X3D,"Toxic effect of venom of scorpion, assault, subs encntr"
1112,T63.2X3S,"Toxic effect of venom of scorpion, assault, sequela"
1113,T63.2X4A,"Toxic effect of venom of scorpion, undetermined, init encntr"
1114,T63.2X4D,"Toxic effect of venom of scorpion, undetermined, subs encntr"
1115,T63.2X4S,"Toxic effect of venom of scorpion, undetermined, sequela"
1116,T63.301A,"Toxic effect of unsp spider venom, accidental, init"
1117,T63.301D,"Toxic effect of unsp spider venom, accidental, subs"
1118,T63.301S,"Toxic effect of unsp spider venom, accidental, sequela"
1119,T63.302A,"Toxic effect of unsp spider venom, selfharm, init"
1120,T63.302D,"Toxic effect of unsp spider venom, selfharm, subs"
1121,T63.302S,"Toxic effect of unsp spider venom, selfharm, sequela"
1122,T63.303A,"Toxic effect of unsp spider venom, assault, init encntr"
1123,T63.303D,"Toxic effect of unsp spider venom, assault, subs encntr"
1124,T63.303S,"Toxic effect of unspecified spider venom, assault, sequela"
1125,T63.304A,"Toxic effect of unsp spider venom, undetermined, init encntr"
1126,T63.304D,"Toxic effect of unsp spider venom, undetermined, subs encntr"
1127,T63.304S,"Toxic effect of unsp spider venom, undetermined, sequela"
1128,T63.311A,"Toxic effect of venom of black widow spider, acc, init"
1129,T63.311D,"Toxic effect of venom of black widow spider, acc, subs"
1130,T63.311S,"Toxic effect of venom of black widow spider, acc, sequela"
1131,T63.312A,"Toxic effect of venom of black widow spider, selfharm, init"
1132,T63.312D,"Toxic effect of venom of black widow spider, selfharm, subs"
1133,T63.312S,"Toxic effect of venom of black widow spider, slfhrm, sqla"
1134,T63.313A,"Toxic effect of venom of black widow spider, assault, init"
1135,T63.313D,"Toxic effect of venom of black widow spider, assault, subs"
1136,T63.313S,"Toxic effect of venom of black widow spider, asslt, sequela"
1137,T63.314A,"Toxic effect of venom of black widow spider, undet, init"
1138,T63.314D,"Toxic effect of venom of black widow spider, undet, subs"
1139,T63.314S,"Toxic effect of venom of black widow spider, undet, sequela"
1140,T63.321A,"Toxic effect of venom of tarantula, accidental, init"
1141,T63.321D,"Toxic effect of venom of tarantula, accidental, subs"
1142,T63.321S,"Toxic effect of venom of tarantula, accidental, sequela"
1143,T63.322A,"Toxic effect of venom of tarantula, selfharm, init"
1144,T63.322D,"Toxic effect of venom of tarantula, selfharm, subs"
1145,T63.322S,"Toxic effect of venom of tarantula, selfharm, sequela"
1146,T63.323A,"Toxic effect of venom of tarantula, assault, init encntr"
1147,T63.323D,"Toxic effect of venom of tarantula, assault, subs encntr"
1148,T63.323S,"Toxic effect of venom of tarantula, assault, sequela"
1149,T63.324A,"Toxic effect of venom of tarantula, undetermined, init"
1150,T63.324D,"Toxic effect of venom of tarantula, undetermined, subs"
1151,T63.324S,"Toxic effect of venom of tarantula, undetermined, sequela"
1152,T63.331A,"Toxic effect of venom of brown recluse spider, acc, init"
1153,T63.331D,"Toxic effect of venom of brown recluse spider, acc, subs"
1154,T63.331S,"Toxic effect of venom of brown recluse spider, acc, sequela"
1155,T63.332A,"Toxic effect of venom of brown recluse spider, slfhrm, init"
1156,T63.332D,"Toxic effect of venom of brown recluse spider, slfhrm, subs"
1157,T63.332S,"Toxic effect of venom of brown recluse spider, slfhrm, sqla"
1158,T63.333A,"Toxic effect of venom of brown recluse spider, assault, init"
1159,T63.333D,"Toxic effect of venom of brown recluse spider, assault, subs"
1160,T63.333S,"Toxic effect of venom of brown recluse spider, asslt, sqla"
1161,T63.334A,"Toxic effect of venom of brown recluse spider, undet, init"
1162,T63.334D,"Toxic effect of venom of brown recluse spider, undet, subs"
1163,T63.334S,"Toxic effect of venom of brown recluse spider, undet, sqla"
1164,T63.391A,"Toxic effect of venom of spider, accidental, init"
1165,T63.391D,"Toxic effect of venom of spider, accidental, subs"
1166,T63.391S,"Toxic effect of venom of spider, accidental, sequela"
1167,T63.392A,"Toxic effect of venom of spider, intentional selfharm, init"
1168,T63.392D,"Toxic effect of venom of spider, intentional selfharm, subs"
1169,T63.392S,"Toxic effect of venom of spider, selfharm, sequela"
1170,T63.393A,"Toxic effect of venom of other spider, assault, init encntr"
1171,T63.393D,"Toxic effect of venom of other spider, assault, subs encntr"
1172,T63.393S,"Toxic effect of venom of other spider, assault, sequela"
1173,T63.394A,"Toxic effect of venom of oth spider, undetermined, init"
1174,T63.394D,"Toxic effect of venom of oth spider, undetermined, subs"
1175,T63.394S,"Toxic effect of venom of other spider, undetermined, sequela"
1176,T63.411A,"Toxic effect of venom of centipede/millipede, acc, init"
1177,T63.411D,"Toxic effect of venom of centipede/millipede, acc, subs"
1178,T63.411S,"Toxic effect of venom of centipede/millipede, acc, sequela"
1179,T63.412A,"Toxic effect of venom of centipede/millipede, slfhrm, init"
